Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
YHL046C	YHL046C_mRNA	YHL046C	856339	P38725		PAU13	NP_011817.1	
YPL017C	YPL017C_mRNA	YPL017C	856090	Q02733		IRC15	NP_015308.1	
YOR178C	YOR178C_mRNA	YOR178C	854350	P28006		GAC1	NP_014821.3	
YAR020C	YAR020C_mRNA	YAR020C	851275	P39545		PAU7	NP_009412.1	
YHR056W-A	YHR056W-A_mRNA	YHR056W-A		A0A023PXL7				
YHL004W	YHL004W_mRNA	YHL004W	856384	P32902		MRP4	NP_011859.1	
YNL063W	YNL063W_mRNA	YNL063W	855662	P53944		MTQ1	NP_014336.1	
YBL038W	YBL038W_mRNA	YBL038W	852242	P38064		MRPL16	NP_009515.1	
YLR463C	YLR463C_mRNA	YLR463C		O13557				
YDL155W	YDL155W_mRNA	YDL155W	851400	P24870		CLB3	NP_010126.1	
YOR188W	YOR188W_mRNA	YOR188W	854360	P21339		MSB1	NP_014831.3	
YDR147W	YDR147W_mRNA	YDR147W	851725	Q03764		EKI1	NP_010431.3	
YDL191W	YDL191W_mRNA	YDL191W	851419	P0CX85		RPL35A	NP_010090.1	
YDL191W	YDL191W_mRNA	YDL191W	851336	P0CX85		RPL35A	NP_010090.1	
YDL191W	YDL191W_mRNA	YDL191W	851419	P0CX84		RPL35A	NP_010090.1	
YDL191W	YDL191W_mRNA	YDL191W	851336	P0CX84		RPL35A	NP_010090.1	
YBR056C-B	YBR056C-B_mRNA	YBR056C-B		P0C5L0				
YNL294C	YNL294C_mRNA	YNL294C	855422	P48565		RIM21	NP_014105.1	
YNR046W	YNR046W_mRNA	YNR046W	855782	P53738		TRM112	NP_014444.1	
YOL159C	YOL159C_mRNA	YOL159C	854006	Q08300		CSS3	NP_014483.1	
YBR081C	YBR081C_mRNA	YBR081C	852373	P35177		SPT7	NP_009637.1	
YFL047W	YFL047W_mRNA	YFL047W	850497	P43556		RGD2	NP_428268.1	
YFR032C-A	YFR032C-A_mRNA	YFR032C-A	850592	P05747		RPL29	NP_116690.3	
YFR056C	YFR056C_mRNA	YFR056C		P43624				
YMR321C	YMR321C_mRNA	YMR321C	855371	Q04898			NP_014054.3	
YNL167C	YNL167C_mRNA	YNL167C	855554	Q02100		SKO1	NP_014232.1	
YNL280C	YNL280C_mRNA	YNL280C	855441	P32462		ERG24	NP_014119.1	
YER173W	YER173W_mRNA	YER173W	856920	P32641		RAD24	NP_011100.1	
YKR056W	YKR056W_mRNA	YKR056W	853930	P33753		TRM2	NP_012982.2	
YJL073W	YJL073W_mRNA	YJL073W	853372	P40358		JEM1	NP_012462.3	
YDL128W	YDL128W_mRNA	YDL128W	851429	Q99385		VCX1	NP_010155.1	
YIL102C-A	YIL102C-A_mRNA	YIL102C-A	3799974	Q2V2P5			NP_001032579.1	
YLR026C	YLR026C_mRNA	YLR026C	850713	Q01590		SED5	NP_013126.1	
YDR310C	YDR310C_mRNA	YDR310C	851905	P46676		SUM1	NP_010596.1	
YLR267W	YLR267W_mRNA	YLR267W	850972	Q06150		BOP2	NP_013369.1	
YKL203C	YKL203C_mRNA	YKL203C	853632	P32600		TOR2	NP_012719.2	
YNR002C	YNR002C_mRNA	YNR002C	855736	P32907		ATO2	NP_014399.3	
YGR079W	YGR079W_mRNA	YGR079W	852970	P53249			NP_011593.1	
YNL036W	YNL036W_mRNA	YNL036W	855692	P53615		NCE103	NP_014362.3	
YGL115W	YGL115W_mRNA	YGL115W	852763	P12904		SNF4	NP_011400.1	
YKR054C	YKR054C_mRNA	YKR054C	853928	P36022		DYN1	NP_012980.1	
YGL105W	YGL105W_mRNA	YGL105W	852773	P46672		ARC1	NP_011410.1	
YEL065W	YEL065W_mRNA	YEL065W	856644	P39980		SIT1	NP_010849.3	
YJL022W	YJL022W_mRNA	YJL022W		P47066				
YLR093C	YLR093C_mRNA	YLR093C	850782	Q12255		NYV1	NP_013194.2	
YGR026W	YGR026W_mRNA	YGR026W	852910	P53217			NP_011540.3	
YJR038C	YJR038C_mRNA	YJR038C		P47106				
YML131W	YML131W_mRNA	YML131W	854908	Q03102			NP_013575.1	
YPL010W	YPL010W_mRNA	YPL010W	856097	P53600		RET3	NP_015315.1	
YNL075W	YNL075W_mRNA	YNL075W	855649	P53941		IMP4	NP_014324.3	
YOR382W	YOR382W_mRNA	YOR382W	854564	Q08906		FIT2	NP_015027.1	
YEL055C	YEL055C_mRNA	YEL055C	856655	P39985		POL5	NP_010859.1	
YGR087C	YGR087C_mRNA	YGR087C	852978	P26263		PDC6	NP_011601.3	
YKR057W	YKR057W_mRNA	YKR057W	853931	P0C0V8		RPS21A	NP_012983.3	
YOL071W	YOL071W_mRNA	YOL071W	854083	Q08230			NP_014570.1	
YER029C	YER029C_mRNA	YER029C	856751	P40018		SMB1	NP_010946.3	
YDL160C-A	YDL160C-A_mRNA	YDL160C-A	1466431	Q3E829		MHF2	NP_878060.1	
YLR085C	YLR085C_mRNA	YLR085C	850774	Q12509		ARP6	NP_013186.1	
YOR363C	YOR363C_mRNA	YOR363C	854545	P52960		PIP2	NP_015008.3	
YGR278W	YGR278W_mRNA	YGR278W	853195	P53333		CWC22	NP_011794.3	
YDR127W	YDR127W_mRNA	YDR127W	851705	P08566		ARO1	NP_010412.1	
YGR042W	YGR042W_mRNA	YGR042W	852933	P53227		MTE1	NP_011556.1	
YLR246W	YLR246W_mRNA	YLR246W	850947	Q06551		ERF2	NP_013347.1	
YNR058W	YNR058W_mRNA	YNR058W	855795	P50277		BIO3	NP_014456.1	
YCR054C	YCR054C_mRNA	YCR054C	850421	P25355		CTR86	NP_009983.1	
YML038C	YML038C_mRNA	YML038C	854970	Q03697		YMD8	NP_013674.1	
YCR046C	YCR046C_mRNA	YCR046C	850413	P25626		IMG1	NP_009975.1	
YDR497C	YDR497C_mRNA	YDR497C	852108	P30605		ITR1	NP_010785.1	
YGR043C	YGR043C_mRNA	YGR043C	852934	P53228		NQM1	NP_011557.1	
YKL133C	YKL133C_mRNA	YKL133C	853725	P36066			NP_012789.2	
YOR069W	YOR069W_mRNA	YOR069W	854235	Q92331		VPS5	NP_014712.2	
YGL165C	YGL165C_mRNA	YGL165C		P53106				
YLR433C	YLR433C_mRNA	YLR433C	851153	P23287		CNA1	NP_013537.1	
YOR075W	YOR075W_mRNA	YOR075W	854242	P41834		UFE1	NP_014718.1	
YGR110W	YGR110W_mRNA	YGR110W	853007	P53264		CLD1	NP_011625.3	
YGR089W	YGR089W_mRNA	YGR089W	852980	P53253		NNF2	NP_011603.1	
YPR173C	YPR173C_mRNA	YPR173C	856303	P52917		VPS4	NP_015499.1	
YDL162C	YDL162C_mRNA	YDL162C		Q12307				
YFL044C	YFL044C_mRNA	YFL044C	850500	P43558		OTU1	NP_116610.1	
YIL105W-A	YIL105W-A_mRNA	YIL105W-A	13393613	Q8TGN5			NP_001257679.1	
YPL233W	YPL233W_mRNA	YPL233W	855843	Q12143		NSL1	NP_015091.1	
YPR024W	YPR024W_mRNA	YPR024W	856135	P32795		YME1	NP_015349.1	
YGL158W	YGL158W_mRNA	YGL158W	852719	P38622		RCK1	NP_011357.1	
YFR011C	YFR011C_mRNA	YFR011C	850563	P43594			NP_116666.1	
YBR007C	YBR007C_mRNA	YBR007C	852292	P38213		DSF2	NP_009561.2	
YKL122C	YKL122C_mRNA	YKL122C	853737	P32342		SRP21	NP_012800.1	
YML122C	YML122C_mRNA	YML122C		Q03207				
YPL152W-A	YPL152W-A_mRNA	YPL152W-A	1466519	Q8TGR9			NP_878180.1	
YOR124C	YOR124C_mRNA	YOR124C	854291	Q01476		UBP2	NP_014767.3	
YCR064C	YCR064C_mRNA	YCR064C		P25640				
YER089C	YER089C_mRNA	YER089C	856823	P39966		PTC2	NP_011013.1	
YGR262C	YGR262C_mRNA	YGR262C	853178	P53323		BUD32	NP_011778.1	
YLR227C	YLR227C_mRNA	YLR227C	850924	Q05955		ADY4	NP_013328.1	
YDR201W	YDR201W_mRNA	YDR201W	851782	Q03954		SPC19	NP_010487.3	
YGL200C	YGL200C_mRNA	YGL200C	852675	P32803		EMP24	NP_011315.3	
YJR094W-A	YJR094W-A_mRNA	YJR094W-A	853557	P0CX25		RPL43B	NP_012628.3	
YJR094W-A	YJR094W-A_mRNA	YJR094W-A	856156	P0CX25		RPL43B	NP_012628.3	
YJR094W-A	YJR094W-A_mRNA	YJR094W-A	853557	P0CX26		RPL43B	NP_012628.3	
YJR094W-A	YJR094W-A_mRNA	YJR094W-A	856156	P0CX26		RPL43B	NP_012628.3	
YOR008W-B	YOR008W-B_mRNA	YOR008W-B		P0C5Q9				
YIL084C	YIL084C_mRNA	YIL084C	854725	P40505		SDS3	NP_012182.1	
YCL001W-B	YCL001W-B_mRNA	YCL001W-B	850356	Q96VH2			NP_076878.1	
YGL117W	YGL117W_mRNA	YGL117W	852761	P53133			NP_011398.3	
YGL186C	YGL186C_mRNA	YGL186C	852689	P53099		TPN1	NP_011329.1	
YGR010W	YGR010W_mRNA	YGR010W	852893	P53204		NMA2	NP_011524.1	
YLR012C	YLR012C_mRNA	YLR012C	850699	Q07927			NP_013112.2	
YHL009C	YHL009C_mRNA	YHL009C	856377	P38749		YAP3	NP_011854.1	
YLR111W	YLR111W_mRNA	YLR111W		Q12528				
YLR152C	YLR152C_mRNA	YLR152C	850845	P54072			NP_013253.1	
YLR370C	YLR370C_mRNA	YLR370C	851085	Q05933		ARC18	NP_013474.3	
YMR036C	YMR036C_mRNA	YMR036C	855052	P23748		MIH1	NP_013750.1	
YML012W	YML012W_mRNA	YML012W	854997	P54837		ERV25	NP_013701.1	
YOL025W	YOL025W_mRNA	YOL025W	854133	Q92325		LAG2	NP_014617.1	
YOR057W	YOR057W_mRNA	YOR057W	854222	Q08446		SGT1	NP_014700.1	
YOR265W	YOR265W_mRNA	YOR265W	854439	P48606		RBL2	NP_014908.1	
YGR198W	YGR198W_mRNA	YGR198W	853112	P46951		YPP1	NP_011714.3	
YJL052W	YJL052W_mRNA	YJL052W	853395	P00360		TDH1	NP_012483.3	
YNL054W	YNL054W_mRNA	YNL054W	855673	P53950		VAC7	NP_014344.3	
YNR006W	YNR006W_mRNA	YNR006W	855739	P40343		VPS27	NP_014403.3	
YBR146W	YBR146W_mRNA	YBR146W	852443	P38120		MRPS9	NP_009704.1	
YNR042W	YNR042W_mRNA	YNR042W		P53737				
YGR137W	YGR137W_mRNA	YGR137W		P53282				
YML100W	YML100W_mRNA	YML100W	854872	P38427		TSL1	NP_013608.1	
YPL187W	YPL187W_mRNA	YPL187W	855914	P01149		MF(ALPHA)1	NP_015137.1	
YGL058W	YGL058W_mRNA	YGL058W	852822	P06104		RAD6	NP_011457.1	
YNL261W	YNL261W_mRNA	YNL261W	855460	P50874		ORC5	NP_014138.1	
YOL127W	YOL127W_mRNA	YOL127W	853993	P04456		RPL25	NP_014514.1	
YOR107W	YOR107W_mRNA	YOR107W	854274	Q99188		RGS2	NP_014750.3	
YGL226W	YGL226W_mRNA	YGL226W	852626	P53077		MTC3	NP_011289.1	
YGL055W	YGL055W_mRNA	YGL055W	852825	P21147		OLE1	NP_011460.3	
YIL039W	YIL039W_mRNA	YIL039W	854772	P40533		TED1	NP_012225.1	
YLL026W	YLL026W_mRNA	YLL026W	850633	P31539		HSP104	NP_013074.1	
YGL184C	YGL184C_mRNA	YGL184C	852691	P53101		STR3	NP_011331.3	
YDR163W	YDR163W_mRNA	YDR163W	851741	Q03772		CWC15	NP_010447.3	
YLR289W	YLR289W_mRNA	YLR289W	850996	P46943		GUF1	NP_013392.1	
YDL146W	YDL146W_mRNA	YDL146W	851409	Q12342		LDB17	NP_010135.1	
YBR171W	YBR171W_mRNA	YBR171W	852469	P33754		SEC66	NP_009730.3	
YGL024W	YGL024W_mRNA	YGL024W		P53190				
YPR191W	YPR191W_mRNA	YPR191W	856321	P07257		QCR2	NP_015517.1	
YER179W	YER179W_mRNA	YER179W	856926	P25453		DMC1	NP_011106.1	
YFR022W	YFR022W_mRNA	YFR022W	850578	P43602		ROG3	NP_116677.3	
YHR138C	YHR138C_mRNA	YHR138C	856540	P38841			NP_012006.1	
YBL028C	YBL028C_mRNA	YBL028C	852253	P38202			NP_009525.1	
YEL011W	YEL011W_mRNA	YEL011W	856705	P32775		GLC3	NP_010905.1	
YBR135W	YBR135W_mRNA	YBR135W	852432	P20486		CKS1	NP_009693.3	
YOL142W	YOL142W_mRNA	YOL142W	854023	Q08285		RRP40	NP_014499.2	
YGL151W	YGL151W_mRNA	YGL151W	852726	P53114		NUT1	NP_011364.1	
YJR139C	YJR139C_mRNA	YJR139C	853604	P31116		HOM6	NP_012673.3	
YKR100C	YKR100C_mRNA	YKR100C	853975	P36169		SKG1	NP_013026.2	
YCR017C	YCR017C_mRNA	YCR017C	850376	P25618		CWH43	NP_009943.2	
YLL066W-B	YLL066W-B_mRNA	YLL066W-B	1466404	Q8TGJ7			NP_878115.1	
YHR166C	YHR166C_mRNA	YHR166C	856571	P16522		CDC23	NP_012036.1	
YBR264C	YBR264C_mRNA	YBR264C	852567	P38146		YPT10	NP_009823.2	
YDR363W-A	YDR363W-A_mRNA	YDR363W-A	851967	O94742		SEM1	NP_010651.3	
YDL221W	YDL221W_mRNA	YDL221W		Q07649				
YDL089W	YDL089W_mRNA	YDL089W	851469	Q12066		NUR1	NP_010194.1	
YHR151C	YHR151C_mRNA	YHR151C	856556	P38849		MTC6	NP_012021.1	
YIR003W	YIR003W_mRNA	YIR003W	854819	P40563		AIM21	NP_012268.3	
YAR050W	YAR050W_mRNA	YAR050W	851289	P32768		FLO1	NP_009424.1	
YOR239W	YOR239W_mRNA	YOR239W	854414	Q08641		ABP140	NP_014882.4	
YOL091W	YOL091W_mRNA	YOL091W	854062	Q12411		SPO21	NP_014550.1	
YJR158W	YJR158W_mRNA	YJR158W	853623	P47185		HXT16	NP_012692.3	
YOR317W	YOR317W_mRNA	YOR317W	854495	P30624		FAA1	NP_014962.3	
YDR385W	YDR385W_mRNA	YDR385W	854301	P32324		EFT2	NP_010673.1	
YDR385W	YDR385W_mRNA	YDR385W	851993	P32324		EFT2	NP_010673.1	
YBR043C	YBR043C_mRNA	YBR043C	852331	P38227		QDR3	NP_009599.2	
YMR312W	YMR312W_mRNA	YMR312W	855360	Q04868		ELP6	NP_014043.1	
YDR331W	YDR331W_mRNA	YDR331W	851931	P49018		GPI8	NP_010618.1	
YGR101W	YGR101W_mRNA	YGR101W	852993	P53259		PCP1	NP_011615.1	
YDR196C	YDR196C_mRNA	YDR196C	851777	Q03941		CAB5	NP_010482.3	
YFR047C	YFR047C_mRNA	YFR047C	850608	P43619		BNA6	NP_602317.3	
YJL089W	YJL089W_mRNA	YJL089W	853356	P46954		SIP4	NP_012446.1	
YNL188W	YNL188W_mRNA	YNL188W	855533	P11927		KAR1	NP_014211.1	
YBL059W	YBL059W_mRNA	YBL059W	852221	P34224			NP_009494.1	
YKR083C	YKR083C_mRNA	YKR083C	853958	P36162		DAD2	NP_013009.1	
YML112W	YML112W_mRNA	YML112W	854928	P46963		CTK3	NP_013595.1	
YOR370C	YOR370C_mRNA	YOR370C	854552	P32864		MRS6	NP_015015.1	
YDR116C	YDR116C_mRNA	YDR116C	851694	Q04599		MRPL1	NP_010401.1	
YDR001C	YDR001C_mRNA	YDR001C	851564	P32356		NTH1	NP_010284.1	
YLR114C	YLR114C_mRNA	YLR114C	850805	Q12500		AVL9	NP_013215.1	
YDL230W	YDL230W_mRNA	YDL230W	851368	P25044		PTP1	NP_010051.1	
YAL016C-B	YAL016C-B_mRNA	YAL016C-B		P0C1V3				
YDR160W	YDR160W_mRNA	YDR160W	851738	Q03770		SSY1	NP_010444.1	
YER166W	YER166W_mRNA	YER166W	856913	P32660		DNF1	NP_011093.3	
YML099C	YML099C_mRNA	YML099C	854874	P05085		ARG81	NP_013610.1	
YML123C	YML123C_mRNA	YML123C	854916	P25297		PHO84	NP_013583.1	
YJL077W-B	YJL077W-B_mRNA	YJL077W-B	1466467	Q8TGT3			NP_878104.1	
YJL016W	YJL016W_mRNA	YJL016W	853436	P47072			NP_012518.2	
YMR141C	YMR141C_mRNA	YMR141C		P40211				
YDR123C	YDR123C_mRNA	YDR123C	851701	P26798		INO2	NP_010408.1	
YBR131W	YBR131W_mRNA	YBR131W	852428	P38273		CCZ1	NP_009689.3	
YMR324C	YMR324C_mRNA	YMR324C		Q04909				
YNL146W	YNL146W_mRNA	YNL146W	855576	P53906			NP_014253.3	
YOR211C	YOR211C_mRNA	YOR211C	854386	P32266		MGM1	NP_014854.2	
YHL014C	YHL014C_mRNA	YHL014C	856372	P38746		YLF2	NP_011849.1	
YPR170C	YPR170C_mRNA	YPR170C		A0A023PYK2				
YDR322W	YDR322W_mRNA	YDR322W	851921	Q06678		MRPL35	NP_010608.1	
YJL127W-A	YJL127W-A_mRNA	YJL127W-A		P0C5P1				
YMR207C	YMR207C_mRNA	YMR207C				HFA1		
YDR040C	YDR040C_mRNA	YDR040C	851610	P13587		ENA1	NP_010325.1	
YER061C	YER061C_mRNA	YER061C	856790	P39525		CEM1	NP_010983.2	
YDR025W	YDR025W_mRNA	YDR025W	852337	P0CX47		RPS11A	NP_010308.3	
YDR025W	YDR025W_mRNA	YDR025W	851589	P0CX47		RPS11A	NP_010308.3	
YDR025W	YDR025W_mRNA	YDR025W	852337	P0CX48		RPS11A	NP_010308.3	
YDR025W	YDR025W_mRNA	YDR025W	851589	P0CX48		RPS11A	NP_010308.3	
YIR031C	YIR031C_mRNA	YIR031C	854849	P21826		DAL7	NP_012297.3	
YDR046C	YDR046C_mRNA	YDR046C	851616	P41815		BAP3	NP_010331.3	
YMR236W	YMR236W_mRNA	YMR236W	855276	Q05027		TAF9	NP_013963.1	
YPR123C	YPR123C_mRNA	YPR123C		O13566				
YDL057W	YDL057W_mRNA	YDL057W	851502	Q07379			NP_010226.1	
YPR142C	YPR142C_mRNA	YPR142C		O13570				
YDL248W	YDL248W_mRNA	YDL248W	851348	Q07788		COS7	NP_010033.1	
YKL225W	YKL225W_mRNA	YKL225W		P36030				
YCR097W	YCR097W_mRNA	YCR097W	850459	P0CY11		HMRA1	NP_010021.1	
YDR008C	YDR008C_mRNA	YDR008C		A0A023PZ99				
YFL051C	YFL051C_mRNA	YFL051C	850493	P43552			NP_116576.1	
YPL063W	YPL063W_mRNA	YPL063W	856042	Q02776		TIM50	NP_015262.1	
YER082C	YER082C_mRNA	YER082C	856815	P40055		UTP7	NP_011005.1	
YLR213C	YLR213C_mRNA	YLR213C	850910	Q05790		CRR1	NP_013314.1	
YKL189W	YKL189W_mRNA	YKL189W	853646	P32464		HYM1	NP_012732.1	
YER118C	YER118C_mRNA	YER118C	856854	P40073		SHO1	NP_011043.1	
YJR007W	YJR007W_mRNA	YJR007W	853463	P20459		SUI2	NP_012540.3	
YML034C-A	YML034C-A_mRNA	YML034C-A		A0A023PXP7				
YER152C	YER152C_mRNA	YER152C	856896	P10356			NP_011079.3	
YBR233W-A	YBR233W-A_mRNA	YBR233W-A	852535	P69850		DAD3	NP_631876.1	
YDR029W	YDR029W_mRNA	YDR029W		Q12111				
YLR146C	YLR146C_mRNA	YLR146C	850838	Q12455		SPE4	NP_013247.1	
YAR019C	YAR019C_mRNA	YAR019C	851274	P27636		CDC15	NP_009411.2	
YPR007C	YPR007C_mRNA	YPR007C	856115	Q12188		REC8	NP_015332.1	
YHR021C	YHR021C_mRNA	YHR021C	856415	P38711		RPS27B	NP_011885.1	
YHR198C	YHR198C_mRNA	YHR198C	856605	P38884		AIM18	NP_012068.1	
YNL228W	YNL228W_mRNA	YNL228W		P53862				
YOR191W	YOR191W_mRNA	YOR191W	854363	Q08562		ULS1	NP_014834.1	
YLR445W	YLR445W_mRNA	YLR445W	851166	Q06201		GMC2	NP_013550.4	
YBR092C	YBR092C_mRNA	YBR092C	852389	P24031		PHO3	NP_009650.1	
YNL211C	YNL211C_mRNA	YNL211C	855510	P53869		MRX7	NP_014188.1	
YBR126C	YBR126C_mRNA	YBR126C	852423	Q00764		TPS1	NP_009684.1	
YOL064C	YOL064C_mRNA	YOL064C	854090	P32179		MET22	NP_014577.1	
YGL230C	YGL230C_mRNA	YGL230C	852621	P53074			NP_011284.1	
YLR169W	YLR169W_mRNA	YLR169W		O13561				
YCL041C	YCL041C_mRNA	YCL041C		P25571				
YJR096W	YJR096W_mRNA	YJR096W	853559	P47137			NP_012630.1	
YGR103W	YGR103W_mRNA	YGR103W	852995	P53261		NOP7	NP_011617.1	
YBR057C	YBR057C_mRNA	YBR057C	852348	P38236		MUM2	NP_009613.1	
YGR096W	YGR096W_mRNA	YGR096W	852988	P53257		TPC1	NP_011610.3	
YBR086C	YBR086C_mRNA	YBR086C	852382	P38250		IST2	NP_009643.2	
YLR202C	YLR202C_mRNA	YLR202C		O13531				
YIL074C	YIL074C_mRNA	YIL074C	854736	P40510		SER33	NP_012191.1	
YDR485C	YDR485C_mRNA	YDR485C	852096	Q03388		VPS72	NP_010773.4	
YIL022W	YIL022W_mRNA	YIL022W	854790	Q01852		TIM44	NP_012242.1	
YHL034C	YHL034C_mRNA	YHL034C	856351	P10080		SBP1	NP_011829.1	
YNR021W	YNR021W_mRNA	YNR021W	855755	P53723			NP_014418.3	
YFL054C	YFL054C_mRNA	YFL054C	850490	P43549		AQY3	NP_116601.1	
YAR029W	YAR029W_mRNA	YAR029W	851281	P39549			NP_009416.1	
YBR174C	YBR174C_mRNA	YBR174C		P38294				
YLL053C	YLL053C_mRNA	YLL053C	850673	P0CD98			NP_013047.1	
YKL113C	YKL113C_mRNA	YKL113C	853747	P26793		RAD27	NP_012809.1	
YLR333C	YLR333C_mRNA	YLR333C	851045	P0C0T4		RPS25B	NP_013437.1	
YOL049W	YOL049W_mRNA	YOL049W	854108	Q08220		GSH2	NP_014593.1	
YPR084W	YPR084W_mRNA	YPR084W	856199	Q06821			NP_015409.1	
YGR112W	YGR112W_mRNA	YGR112W	853009	P53266		SHY1	NP_011627.1	
YER107C	YER107C_mRNA	YER107C	856844	P40066		GLE2	NP_011033.3	
YHR124W	YHR124W_mRNA	YHR124W	856524	P38830		NDT80	NP_011992.1	
YPL149W	YPL149W_mRNA	YPL149W	855954	Q12380		ATG5	NP_015176.1	
YIL030C	YIL030C_mRNA	YIL030C	854781	P40318		SSM4	NP_012234.3	
YMR204C	YMR204C_mRNA	YMR204C	855244	Q03694		INP1	NP_013931.1	
YAR002W	YAR002W_mRNA	YAR002W	851263	P39705		NUP60	NP_009401.1	
YJL032W	YJL032W_mRNA	YJL032W		P47059				
YBR281C	YBR281C_mRNA	YBR281C	852584	P38149		DUG2	NP_009840.3	
YJR065C	YJR065C_mRNA	YJR065C	853528	P47117		ARP3	NP_012599.3	
YNL201C	YNL201C_mRNA	YNL201C	855520	P40164		PSY2	NP_014198.1	
YNR033W	YNR033W_mRNA	YNR033W	855768	P37254		ABZ1	NP_014431.1	
YNR034W	YNR034W_mRNA	YNR034W	855769	P50278		SOL1	NP_014432.3	
YDR408C	YDR408C_mRNA	YDR408C	852017	P04161		ADE8	NP_010696.3	
YMR011W	YMR011W_mRNA	YMR011W	855023	P23585		HXT2	NP_013724.1	
YOL043C	YOL043C_mRNA	YOL043C	854114	Q08214		NTG2	NP_014599.1	
YDR038C	YDR038C_mRNA	YDR038C	851608	Q12691		ENA5	NP_010323.3	
YDL204W	YDL204W_mRNA	YDL204W	851323	Q12443		RTN2	NP_010077.1	
YDR019C	YDR019C_mRNA	YDR019C	851582	P48015		GCV1	NP_010302.1	
YHR011W	YHR011W_mRNA	YHR011W	856402	P38705		DIA4	NP_011875.1	
YML008C	YML008C_mRNA	YML008C	855003	P25087		ERG6	NP_013706.1	
YHR096C	YHR096C_mRNA	YHR096C	856496	P38695		HXT5	NP_011964.1	
YMR109W	YMR109W_mRNA	YMR109W	855136	Q04439		MYO5	NP_013827.1	
YOR043W	YOR043W_mRNA	YOR043W	854208	P12611		WHI2	NP_014686.1	
YOR331C	YOR331C_mRNA	YOR331C		Q08786				
YLR082C	YLR082C_mRNA	YLR082C	850771	Q12020		SRL2	NP_013183.1	
YNL272C	YNL272C_mRNA	YNL272C	855449	P17065		SEC2	NP_014127.1	
YNL245C	YNL245C_mRNA	YNL245C	855476	P53854		CWC25	NP_014154.1	
YNR074C	YNR074C_mRNA	YNR074C	855811	P52923		AIF1	NP_014472.1	
YBL103C	YBL103C_mRNA	YBL103C	852171	P38165		RTG3	NP_009447.1	
YLR193C	YLR193C_mRNA	YLR193C	850890	Q05776		UPS1	NP_013294.1	
YPL089C	YPL089C_mRNA	YPL089C	856016	Q12224		RLM1	NP_015236.1	
YCR043C	YCR043C_mRNA	YCR043C	850410	P25361			NP_009972.1	
YIL140W	YIL140W_mRNA	YIL140W	854666	P38928		AXL2	NP_012126.1	
YKL213C	YKL213C_mRNA	YKL213C	853667	P36037		DOA1	NP_012709.1	
YLL043W	YLL043W_mRNA	YLL043W	850683	P23900		FPS1	NP_013057.1	
YDR477W	YDR477W_mRNA	YDR477W	852088	P06782		SNF1	NP_010765.3	
YJL019W	YJL019W_mRNA	YJL019W	853434	P47069		MPS3	NP_012515.4	
YJR082C	YJR082C_mRNA	YJR082C	853544	P47128		EAF6	NP_012615.3	
YMR004W	YMR004W_mRNA	YMR004W	855016	P40959		MVP1	NP_013717.1	
YNL123W	YNL123W_mRNA	YNL123W	855600	P53920		NMA111	NP_014276.1	
YOR309C	YOR309C_mRNA	YOR309C		Q12444				
YER020W	YER020W_mRNA	YER020W	856741	P10823		GPA2	NP_010937.3	
YOR104W	YOR104W_mRNA	YOR104W	854271	Q12057		PIN2	NP_014747.1	
YJL181W	YJL181W_mRNA	YJL181W	853257	P46987		RBH1	NP_012354.1	
YLR337C	YLR337C_mRNA	YLR337C	851051	P37370		VRP1	NP_013441.1	
YHR185C	YHR185C_mRNA	YHR185C	856591	P38872		PFS1	NP_012055.3	
YLL066W-A	YLL066W-A_mRNA	YLL066W-A	850476	P0CX99			NP_116587.1	
YLL066W-A	YLL066W-A_mRNA	YLL066W-A	850476	P0CY00			NP_116587.1	
YLL066W-A	YLL066W-A_mRNA	YLL066W-A	850476	P0CY01			NP_116587.1	
YLR039C	YLR039C_mRNA	YLR039C	850728	P40395		RIC1	NP_013140.1	
YDR254W	YDR254W_mRNA	YDR254W	851841	P38907		CHL4	NP_010540.3	
YLR457C	YLR457C_mRNA	YLR457C	851180	P52919		NBP1	NP_013562.3	
YER125W	YER125W_mRNA	YER125W	856862	P39940		RSP5	NP_011051.3	
YDR514C	YDR514C_mRNA	YDR514C	852126	Q04408			NP_010802.1	
YGL013C	YGL013C_mRNA	YGL013C	852871	P12383		PDR1	NP_011502.1	
YLR377C	YLR377C_mRNA	YLR377C	851092	P09201		FBP1	NP_013481.3	
YOL114C	YOL114C_mRNA	YOL114C	854035	Q12322		PTH4	NP_014527.1	
YLR104W	YLR104W_mRNA	YLR104W	850794	Q08045		LCL2	NP_013205.1	
YPR166C	YPR166C_mRNA	YPR166C	856295	P10663		MRP2	NP_015492.1	
YER122C	YER122C_mRNA	YER122C	856859	P38682		GLO3	NP_011048.1	
YLR319C	YLR319C_mRNA	YLR319C	851029	P41697		BUD6	NP_013423.1	
YHR190W	YHR190W_mRNA	YHR190W	856597	P29704		ERG9	NP_012060.1	
YLR184W	YLR184W_mRNA	YLR184W		Q06267				
YKL154W	YKL154W_mRNA	YKL154W	853702	P36057		SRP102	NP_012768.1	
YGL076C	YGL076C_mRNA	YGL076C	852804	P05737		RPL7A	NP_011439.1	
YKR063C	YKR063C_mRNA	YKR063C	853937	P36146		LAS1	NP_012989.3	
