Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name	RefSeq peptide ID
ENSRNOG00000012531	ENSRNOT00000016983	ENSRNOP00000016983	313633		F1MAJ0	Ephb2		
ENSRNOG00000012146	ENSRNOT00000016242	ENSRNOP00000016242	688673		Q14U74	Pomt2	NP_001040579	
ENSRNOG00000013498	ENSRNOT00000108389	ENSRNOP00000086588	64460			Pex14	NP_742060	
ENSRNOG00000061868	ENSRNOT00000079575	ENSRNOP00000069816	502859		D3ZQ37	Kbtbd12		
ENSRNOG00000016010	ENSRNOT00000021833	ENSRNOP00000021833	298576		D4A1H7	Mul1		
ENSRNOG00000004158	ENSRNOT00000095056	ENSRNOP00000082269	687001			Hdac9		
ENSRNOG00000061868	ENSRNOT00000085730	ENSRNOP00000074895	502859		A0A0G2K982	Kbtbd12		
ENSRNOG00000030004	ENSRNOT00000050772	ENSRNOP00000048700	500270		F1LMN6	Ier3ip1	NP_001041421	
ENSRNOG00000030004	ENSRNOT00000050772	ENSRNOP00000048700	500270		Q7TNZ8	Ier3ip1	NP_001041421	
ENSRNOG00000010417	ENSRNOT00000013881	ENSRNOP00000013881	362240		D3ZHS3	Nol4l		
ENSRNOG00000008499	ENSRNOT00000011225	ENSRNOP00000064979	405966		M0R6I9	Olr1064	NP_001001076	
ENSRNOG00000013498	ENSRNOT00000113697	ENSRNOP00000078609	64460			Pex14	NP_742060	
ENSRNOG00000004019	ENSRNOT00000005361	ENSRNOP00000005361	29380		F1LNT5	Phlda1	NP_058876	
ENSRNOG00000006392	ENSRNOT00000066849	ENSRNOP00000061920	25019		E9PT85	Xrcc6		
ENSRNOG00000011260	ENSRNOT00000118086	ENSRNOP00000079112	310201			Cmbl	NP_001008770	
ENSRNOG00000016010	ENSRNOT00000093939	ENSRNOP00000086197	298576			Mul1		
ENSRNOG00000012531	ENSRNOT00000089574	ENSRNOP00000070517	313633		A0A0G2JY48	Ephb2		
ENSRNOG00000066137	ENSRNOT00000068062	ENSRNOP00000063372	100362471		D3ZYD8	Tmem240		
ENSRNOG00000013498	ENSRNOT00000105488	ENSRNOP00000087114	64460			Pex14	NP_742060	
ENSRNOG00000049052	ENSRNOT00000072210	ENSRNOP00000064540	171498		M0R582	Sgk3	NP_001362972	
ENSRNOG00000014891	ENSRNOT00000054775	ENSRNOP00000051656	286972		D3ZWG9	Ptar1	NP_001099230	
ENSRNOG00000011260	ENSRNOT00000015448	ENSRNOP00000015448	310201	Q7TP52		Cmbl	NP_001008770	
ENSRNOG00000066137	ENSRNOT00000110105	ENSRNOP00000081055	100362471			Tmem240		
ENSRNOG00000013498	ENSRNOT00000095595	ENSRNOP00000086214	64460			Pex14	NP_742060	
ENSRNOG00000004158	ENSRNOT00000086038	ENSRNOP00000071341	687001		A0A0G2K082	Hdac9		
ENSRNOG00000020470	ENSRNOT00000027765	ENSRNOP00000027765	310791		B1WC67	Slc25a24	NP_001121016	
ENSRNOG00000012950	ENSRNOT00000068214	ENSRNOP00000062505	313928		F1LTW9	Efr3b		
ENSRNOG00000024437	ENSRNOT00000033525	ENSRNOP00000031525	171113	P62950		Blcap	NP_598266	
ENSRNOG00000010388	ENSRNOT00000039877	ENSRNOP00000046778	80899		Q5U341	Slco1a3	NP_110464	
ENSRNOG00000006392	ENSRNOT00000108388	ENSRNOP00000082673	25019			Xrcc6		
ENSRNOG00000063178	ENSRNOT00000106675	ENSRNOP00000084252			D3ZLI1	Or6c69c		
ENSRNOG00000030355	ENSRNOT00000081632	ENSRNOP00000069302	100125385		A0A0G2JV05	Mroh1		
ENSRNOG00000059733	ENSRNOT00000029672	ENSRNOP00000031864	299656		D3ZE70	RGD1560291		
ENSRNOG00000019165	ENSRNOT00000109749	ENSRNOP00000082454	297601			Mrpl51	NP_001100091	
ENSRNOG00000013498	ENSRNOT00000018167	ENSRNOP00000018167	64460	Q642G4		Pex14	NP_742060	
ENSRNOG00000067661	ENSRNOT00000093999	ENSRNOP00000094278	287005			Camk2n1	NP_775459	
ENSRNOG00000013566	ENSRNOT00000018127	ENSRNOP00000018127	690206		D3ZYU7	1700013G24Rik	NP_001103037	
ENSRNOG00000019165	ENSRNOT00000025970	ENSRNOP00000025970	297601		D3ZPE6	Mrpl51	NP_001100091	
ENSRNOG00000069460	ENSRNOT00000099876	ENSRNOP00000082656						
ENSRNOG00000005410	ENSRNOT00000103690	ENSRNOP00000079873	619566			Cdca7l	NP_001030125	
ENSRNOG00000010388	ENSRNOT00000000026	ENSRNOP00000000026	80899		A0A0A0MXT4	Slco1a3	NP_110464	
ENSRNOG00000059733	ENSRNOT00000107892	ENSRNOP00000080520	299656			RGD1560291		
ENSRNOG00000030355	ENSRNOT00000105527	ENSRNOP00000076889	100125385			Mroh1		
ENSRNOG00000006392	ENSRNOT00000008819	ENSRNOP00000008819	25019		Q6AZ64	Xrcc6		
ENSRNOG00000004629	ENSRNOT00000093924	ENSRNOP00000084972	299104			Fkbp3	NP_001100206	
ENSRNOG00000004158	ENSRNOT00000098095	ENSRNOP00000090853	687001			Hdac9		
ENSRNOG00000012950	ENSRNOT00000097849	ENSRNOP00000078976	313928			Efr3b		
ENSRNOG00000066452	ENSRNOT00000105070	ENSRNOP00000087853						
ENSRNOG00000004629	ENSRNOT00000006531	ENSRNOP00000006531	299104		G3V6L9	Fkbp3	NP_001100206	
ENSRNOG00000006392	ENSRNOT00000105863	ENSRNOP00000081965	25019			Xrcc6		
ENSRNOG00000010388	ENSRNOT00000107409	ENSRNOP00000086457	80899			Slco1a3	NP_110464	
ENSRNOG00000046472	ENSRNOT00000074960	ENSRNOP00000065256	503165	Q4KLN7	M0R738	Arfgap3		
ENSRNOG00000059733	ENSRNOT00000104300	ENSRNOP00000092517	299656			RGD1560291		
ENSRNOG00000004629	ENSRNOT00000103437	ENSRNOP00000078353	299104			Fkbp3	NP_001100206	
ENSRNOG00000015264	ENSRNOT00000020483	ENSRNOP00000020483	313681		D3ZYA6	Lrrc38	NP_001101461	
ENSRNOG00000026048	ENSRNOT00000036156	ENSRNOP00000038037	309451		F1M8X9	Gbf1	NP_001178563	
ENSRNOG00000005410	ENSRNOT00000064868	ENSRNOP00000061054	619566	Q4G059		Cdca7l	NP_001030125	
ENSRNOG00000011632	ENSRNOT00000015886	ENSRNOP00000015886	294864	Q68FQ0		Cct5		
ENSRNOG00000046472	ENSRNOT00000078947	ENSRNOP00000073062	503165		A0A0G2K4J0	Arfgap3		
ENSRNOG00000047708	ENSRNOT00000072215	ENSRNOP00000065390	681913	P57113		Gstz1		
ENSRNOG00000011632	ENSRNOT00000106323	ENSRNOP00000088728	294864			Cct5		
ENSRNOG00000030355	ENSRNOT00000051754	ENSRNOP00000044432	100125385		Q566Q7	Mroh1		
ENSRNOG00000008449	ENSRNOT00000011167	ENSRNOP00000011167	288821		D4A7M5	Neurod4	NP_001099412	
ENSRNOG00000004629	ENSRNOT00000107606	ENSRNOP00000094377	299104			Fkbp3	NP_001100206	
ENSRNOG00000004035	ENSRNOT00000063917	ENSRNOP00000059249	314830		A1A5R3	Krr1		
ENSRNOG00000011794	ENSRNOT00000015776	ENSRNOP00000015776	298559		Q5BK74	Tcea3	NP_001015008	
ENSRNOG00000005410	ENSRNOT00000107048	ENSRNOP00000083783	619566			Cdca7l	NP_001030125	
ENSRNOG00000016750	ENSRNOT00000022549	ENSRNOP00000022549	154985		G3V861	Cyp26a1	NP_569092	
ENSRNOG00000059733	ENSRNOT00000090998	ENSRNOP00000068986	299656		A0A0G2JU69	RGD1560291		
ENSRNOG00000010750	ENSRNOT00000014373	ENSRNOP00000014373	362728		D4ADH7	Polr1f	NP_001102177	
ENSRNOG00000010898	ENSRNOT00000111899	ENSRNOP00000092204	192206			Prok2	NP_620207	
ENSRNOG00000047708	ENSRNOT00000082027	ENSRNOP00000073813	681913		A0A0G2K6H2	Gstz1		
ENSRNOG00000027923	ENSRNOT00000078148	ENSRNOP00000075326	361924		A0A0G2KAA6	Mynn	NP_001012178	
ENSRNOG00000018118	ENSRNOT00000045053	ENSRNOP00000046842	298682	Q3KRE0		Atad3a		
ENSRNOG00000004035	ENSRNOT00000105812	ENSRNOP00000095569	314830			Krr1		
ENSRNOG00000057554	ENSRNOT00000086307	ENSRNOP00000069902	500120		A0A0G2JWJ2	Stk31	NP_001178900	
ENSRNOG00000003908	ENSRNOT00000076546	ENSRNOP00000089524				Cep128		
ENSRNOG00000005410	ENSRNOT00000088969	ENSRNOP00000074742	619566		A0A0G2K8U6	Cdca7l	NP_001030125	
ENSRNOG00000024923	ENSRNOT00000072502	ENSRNOP00000064325	94270	Q62649		Nnat		
ENSRNOG00000067732	ENSRNOT00000114640	ENSRNOP00000095408	288832		D3Z997	Olr1058	NP_001000066	
ENSRNOG00000010898	ENSRNOT00000015058	ENSRNOP00000015058	192206		Q6V8J7	Prok2	NP_620207	
ENSRNOG00000004629	ENSRNOT00000098200	ENSRNOP00000092115	299104			Fkbp3	NP_001100206	
ENSRNOG00000059733	ENSRNOT00000117384	ENSRNOP00000084857	299656			RGD1560291		
ENSRNOG00000027923	ENSRNOT00000010344	ENSRNOP00000010344	361924		Q5FVP1	Mynn	NP_001012178	
ENSRNOG00000039815	ENSRNOT00000006658	ENSRNOP00000006658	313906		D3ZIF0	Zfp512		
ENSRNOG00000010898	ENSRNOT00000015075	ENSRNOP00000015075	192206	Q8R413		Prok2	NP_620207	
ENSRNOG00000018118	ENSRNOT00000111763	ENSRNOP00000090147	298682			Atad3a		
ENSRNOG00000003908	ENSRNOT00000057756	ENSRNOP00000089233				Cep128		
ENSRNOG00000007126	ENSRNOT00000095765	ENSRNOP00000093658	312787			Gpr19	NP_542146	
ENSRNOG00000022347	ENSRNOT00000046325	ENSRNOP00000041476	499561	D3ZLY0		Atpsckmt	NP_001102648	
ENSRNOG00000059733	ENSRNOT00000100288	ENSRNOP00000093285	299656			RGD1560291		
ENSRNOG00000057554	ENSRNOT00000118450	ENSRNOP00000091187	500120			Stk31	NP_001178900	
ENSRNOG00000024923	ENSRNOT00000034166	ENSRNOP00000034212	94270	Q62649		Nnat		
ENSRNOG00000039815	ENSRNOT00000116676	ENSRNOP00000077962	313906			Zfp512		
ENSRNOG00000007126	ENSRNOT00000116148	ENSRNOP00000085068	312787			Gpr19	NP_542146	
ENSRNOG00000012953	ENSRNOT00000017783	ENSRNOP00000017782	315222		Q32KK2	Arsa	NP_001030105	
ENSRNOG00000003908	ENSRNOT00000076887	ENSRNOP00000078371				Cep128		
ENSRNOG00000024923	ENSRNOT00000098078	ENSRNOP00000096996	94270			Nnat		
ENSRNOG00000060867	ENSRNOT00000088193	ENSRNOP00000072430	25616	P01347	Q7TQA2	Rln1	NP_038199	
ENSRNOG00000007126	ENSRNOT00000009341	ENSRNOP00000009341	312787	P70585		Gpr19	NP_542146	
ENSRNOG00000068277	ENSRNOT00000105859	ENSRNOP00000080841	288822		D4A7M1	Olr1072	NP_001000062	
ENSRNOG00000013036	ENSRNOT00000017559	ENSRNOP00000017559	60589		F1LMX3	Epha8		
ENSRNOG00000062909	ENSRNOT00000098109	ENSRNOP00000095065						
ENSRNOG00000070656	ENSRNOT00000101081	ENSRNOP00000089753						
ENSRNOG00000039815	ENSRNOT00000096436	ENSRNOP00000081341	313906			Zfp512		
ENSRNOG00000037039	ENSRNOT00000091144	ENSRNOP00000069423	298621		A0A0G2JVB9	RGD1306186		
ENSRNOG00000037039	ENSRNOT00000091144	ENSRNOP00000069423	298621		Q5D011	RGD1306186		
ENSRNOG00000057554	ENSRNOT00000105358	ENSRNOP00000078757	500120			Stk31	NP_001178900	
ENSRNOG00000007126	ENSRNOT00000103834	ENSRNOP00000087868	312787			Gpr19	NP_542146	
ENSRNOG00000003908	ENSRNOT00000110851	ENSRNOP00000093759				Cep128		
ENSRNOG00000017899	ENSRNOT00000024160	ENSRNOP00000024160	26760	P38918		Akr7a3	NP_037347	
ENSRNOG00000019448	ENSRNOT00000027969	ENSRNOP00000027969	50682	P04634		Lipf	NP_059037	
ENSRNOG00000063581	ENSRNOT00000111977	ENSRNOP00000092164						
ENSRNOG00000039815	ENSRNOT00000117409	ENSRNOP00000087176	313906			Zfp512		
ENSRNOG00000037039	ENSRNOT00000033718	ENSRNOP00000034502	298621		F7F487	RGD1306186		
ENSRNOG00000030894	ENSRNOT00000048367	ENSRNOP00000039792	84608	Q9QYE2		Slco1a6		
ENSRNOG00000007126	ENSRNOT00000101041	ENSRNOP00000097126	312787			Gpr19	NP_542146	
ENSRNOG00000064799	ENSRNOT00000119025	ENSRNOP00000079812	681943			Tmed8		
ENSRNOG00000039815	ENSRNOT00000096179	ENSRNOP00000085784	313906			Zfp512		
ENSRNOG00000018338	ENSRNOT00000024897	ENSRNOP00000024897	298683	Q642A6		Vwa1	NP_001013960	
ENSRNOG00000031140	ENSRNOT00000049591	ENSRNOP00000042308	494265	Q5J3M4		Vom1r94		
ENSRNOG00000012385	ENSRNOT00000120176	ENSRNOP00000086714	310399			Naa15	NP_001101144	
ENSRNOG00000064799	ENSRNOT00000099781	ENSRNOP00000080284	681943			Tmed8		
ENSRNOG00000026644	ENSRNOT00000094244	ENSRNOP00000079444	299783			Glipr1	NP_001011987	
ENSRNOG00000021773	ENSRNOT00000104795	ENSRNOP00000094411	300050			Bop1	NP_001019421	
ENSRNOG00000063306	ENSRNOT00000110224	ENSRNOP00000090588						
ENSRNOG00000030894	ENSRNOT00000051461	ENSRNOP00000050159	84608	P70502		Slco1a6		
ENSRNOG00000039815	ENSRNOT00000106255	ENSRNOP00000077996	313906			Zfp512		
ENSRNOG00000005371	ENSRNOT00000007160	ENSRNOP00000007160	298867		D4AEF4	Klhl29		
ENSRNOG00000007568	ENSRNOT00000010524	ENSRNOP00000010524	171413		G3V704	Spata6		
ENSRNOG00000026644	ENSRNOT00000005399	ENSRNOP00000005399	299783		Q5FVN7	Glipr1	NP_001011987	
ENSRNOG00000059733	ENSRNOT00000108939	ENSRNOP00000077431	299656			RGD1560291		
ENSRNOG00000064189	ENSRNOT00000091024	ENSRNOP00000069071			A0A0G2JUE9	Or5b94		
ENSRNOG00000021773	ENSRNOT00000025134	ENSRNOP00000025133	300050	Q562C2		Bop1	NP_001019421	
ENSRNOG00000005371	ENSRNOT00000118725	ENSRNOP00000091218	298867			Klhl29		
ENSRNOG00000070170	ENSRNOT00000100707	ENSRNOP00000087588	298558					
ENSRNOG00000015741	ENSRNOT00000021153	ENSRNOP00000021153	171147	Q921A2		Slc2a13	NP_598295	
ENSRNOG00000047349	ENSRNOT00000049574	ENSRNOP00000047278	293750		Q5XIJ0	Ms4a6b		
ENSRNOG00000012385	ENSRNOT00000017379	ENSRNOP00000017379	310399		D3ZD89	Naa15	NP_001101144	
ENSRNOG00000005371	ENSRNOT00000084903	ENSRNOP00000070845	298867		B5DF92	Klhl29		
ENSRNOG00000054860	ENSRNOT00000087113	ENSRNOP00000073057	680338		M0R761	Clec12a	NP_001128188	
ENSRNOG00000054860	ENSRNOT00000087113	ENSRNOP00000073057	680338		B4F798	Clec12a	NP_001128188	
ENSRNOG00000016635	ENSRNOT00000083248	ENSRNOP00000070677	361646		A0A0G2JYJ4	Katnip		
ENSRNOG00000007568	ENSRNOT00000113698	ENSRNOP00000078412	171413			Spata6		
ENSRNOG00000024128	ENSRNOT00000100584	ENSRNOP00000085371	79250			Aco2	NP_077374	
ENSRNOG00000012385	ENSRNOT00000095909	ENSRNOP00000084362	310399			Naa15	NP_001101144	
ENSRNOG00000004196	ENSRNOT00000005577	ENSRNOP00000005577	108350501	P62275		Rps29		
ENSRNOG00000004196	ENSRNOT00000005577	ENSRNOP00000005577	25348	P62275		Rps29		
ENSRNOG00000051152	ENSRNOT00000075919	ENSRNOP00000067991	102549817		A0A096MJ50			
ENSRNOG00000007568	ENSRNOT00000094905	ENSRNOP00000081719	171413			Spata6		
ENSRNOG00000011078	ENSRNOT00000071712	ENSRNOP00000067465	84596		Q99MI5	Srm	NP_445916	
ENSRNOG00000015024	ENSRNOT00000020230	ENSRNOP00000020231	308022		E9PT54	Mcoln3		
ENSRNOG00000015024	ENSRNOT00000020230	ENSRNOP00000020231	308022		Q6AY44	Mcoln3		
ENSRNOG00000015932	ENSRNOT00000021544	ENSRNOP00000021545	293888	D4ACN8		Plgrkt	NP_001099817	
ENSRNOG00000011824	ENSRNOT00000015944	ENSRNOP00000015944	25569	P01150	B1WBP2	Trh	NP_037178	
ENSRNOG00000051152	ENSRNOT00000076656	ENSRNOP00000068184	102549817		A0A096MJM4			
ENSRNOG00000004196	ENSRNOT00000116660	ENSRNOP00000097962	108350501			Rps29		
ENSRNOG00000004196	ENSRNOT00000116660	ENSRNOP00000097962	25348			Rps29		
ENSRNOG00000016635	ENSRNOT00000022365	ENSRNOP00000022365	361646		F1LX85	Katnip		
ENSRNOG00000006925	ENSRNOT00000038550	ENSRNOP00000034937	100158223		B2GV07	Zfp786		
ENSRNOG00000003732	ENSRNOT00000113363	ENSRNOP00000083901	299236			Flrt2	NP_001100220	
ENSRNOG00000050413	ENSRNOT00000118835	ENSRNOP00000077169	681908			Samd15	NP_001121081	
ENSRNOG00000051152	ENSRNOT00000076994	ENSRNOP00000067971	102549817		A0A096MJ30			
ENSRNOG00000004342	ENSRNOT00000006618	ENSRNOP00000006618	25690		G3V6M2	Ahr	NP_001295184	
ENSRNOG00000058457	ENSRNOT00000086605	ENSRNOP00000069429	500378		M0RDD7	Chtopl1		
ENSRNOG00000015024	ENSRNOT00000119050	ENSRNOP00000097789	308022			Mcoln3		
ENSRNOG00000012880	ENSRNOT00000017213	ENSRNOP00000017213	499935		D3Z854	Tti1		
ENSRNOG00000012804	ENSRNOT00000108361	ENSRNOP00000083386	362634			C1qc	NP_001008524	
ENSRNOG00000011078	ENSRNOT00000014934	ENSRNOP00000014934	84596		Q99MI5	Srm	NP_445916	
ENSRNOG00000051152	ENSRNOT00000070851	ENSRNOP00000067819	102549817		M0RDV6			
ENSRNOG00000003732	ENSRNOT00000120043	ENSRNOP00000079728	299236			Flrt2	NP_001100220	
ENSRNOG00000006925	ENSRNOT00000113319	ENSRNOP00000094994	100158223			Zfp786		
ENSRNOG00000050413	ENSRNOT00000074634	ENSRNOP00000065907	681908		B1WBT7	Samd15	NP_001121081	
ENSRNOG00000024128	ENSRNOT00000038612	ENSRNOP00000029144	79250	Q9ER34		Aco2	NP_077374	
ENSRNOG00000012880	ENSRNOT00000104179	ENSRNOP00000085518	499935			Tti1		
ENSRNOG00000012804	ENSRNOT00000100767	ENSRNOP00000080593	362634		A0A3B0IYY4	C1qc	NP_001008524	
ENSRNOG00000016635	ENSRNOT00000110526	ENSRNOP00000095945	361646			Katnip		
ENSRNOG00000003732	ENSRNOT00000004955	ENSRNOP00000004955	299236	D3ZTV3		Flrt2	NP_001100220	
ENSRNOG00000015024	ENSRNOT00000112995	ENSRNOP00000084352	308022			Mcoln3		
ENSRNOG00000015910	ENSRNOT00000085386	ENSRNOP00000073731	500362		A0A0G2K698	Lmntd1	NP_001178909	
ENSRNOG00000067651	ENSRNOT00000103113	ENSRNOP00000085838						
ENSRNOG00000012804	ENSRNOT00000017065	ENSRNOP00000017065	362634		A0A0H2UHK1	C1qc	NP_001008524	
ENSRNOG00000003732	ENSRNOT00000108960	ENSRNOP00000076725	299236			Flrt2	NP_001100220	
ENSRNOG00000024128	ENSRNOT00000120088	ENSRNOP00000094788	79250			Aco2	NP_077374	
ENSRNOG00000015910	ENSRNOT00000109988	ENSRNOP00000085599	500362			Lmntd1	NP_001178909	
ENSRNOG00000007648	ENSRNOT00000010197	ENSRNOP00000010197	79434	O35509		Rab11b		
ENSRNOG00000064426	ENSRNOT00000043099	ENSRNOP00000045941	100912294		F1M4D5			
ENSRNOG00000007300	ENSRNOT00000009551	ENSRNOP00000009551	315114	Q3T1I2		C1qtnf6		
ENSRNOG00000018067	ENSRNOT00000120029	ENSRNOP00000090780	64301			Smn1	NP_071954	
ENSRNOG00000025930	ENSRNOT00000029915	ENSRNOP00000037933	500257		D3ZPV0	Chst13	NP_001178903	
ENSRNOG00000053638	ENSRNOT00000089712	ENSRNOP00000074348	502900		D4ABQ8	Clec12b	NP_001102823	
ENSRNOG00000017979	ENSRNOT00000109067	ENSRNOP00000084331	298586			Mrto4	NP_001100167	
ENSRNOG00000015910	ENSRNOT00000021306	ENSRNOP00000021306	500362		D4ABG2	Lmntd1	NP_001178909	
ENSRNOG00000024128	ENSRNOT00000099398	ENSRNOP00000078865	79250			Aco2	NP_077374	
ENSRNOG00000010094	ENSRNOT00000079254	ENSRNOP00000071367	294961		A0A0G2K0A6	Kcnmb2		
ENSRNOG00000018067	ENSRNOT00000118709	ENSRNOP00000076972	64301			Smn1	NP_071954	
ENSRNOG00000025781	ENSRNOT00000035758	ENSRNOP00000038038	309433		D4ADQ9	Sec31b	NP_001129185	
ENSRNOG00000020305	ENSRNOT00000027502	ENSRNOP00000027502			F8WGA2			
ENSRNOG00000012593	ENSRNOT00000017957	ENSRNOP00000017957	313755		A0A0H2UHK7	Mmel1	NP_001101467	
ENSRNOG00000017979	ENSRNOT00000024326	ENSRNOP00000024326	298586		F1LTU4	Mrto4	NP_001100167	
ENSRNOG00000007300	ENSRNOT00000106584	ENSRNOP00000079384	315114			C1qtnf6		
ENSRNOG00000005054	ENSRNOT00000006704	ENSRNOP00000006704	314319		D3ZHL7	Prox2	NP_001178700	
ENSRNOG00000018067	ENSRNOT00000024456	ENSRNOP00000024456	64301		Q6P684	Smn1	NP_071954	
ENSRNOG00000029152	ENSRNOT00000050434	ENSRNOP00000042975	619582		B1WBX2	Tmem69	NP_001030173	
ENSRNOG00000010452	ENSRNOT00000116426	ENSRNOP00000077186	25309			Cycs	NP_036971	
ENSRNOG00000004218	ENSRNOT00000005821	ENSRNOP00000005821	299103		D4AC05	Klhl28	NP_001100205	
ENSRNOG00000007141	ENSRNOT00000009565	ENSRNOP00000009566	58842		G3V6W2	Preb		
ENSRNOG00000010094	ENSRNOT00000083676	ENSRNOP00000074879	294961		B5BNW4	Kcnmb2		
ENSRNOG00000024139	ENSRNOT00000035695	ENSRNOP00000032889	298643	Q6AYH0	C0KL24	Miip	NP_001017450	
ENSRNOG00000007648	ENSRNOT00000114766	ENSRNOP00000083984	79434			Rab11b		
ENSRNOG00000012264	ENSRNOT00000016389	ENSRNOP00000062185	362766		D3Z8W2	Alkbh1	NP_001102188	
ENSRNOG00000010452	ENSRNOT00000014058	ENSRNOP00000014058	25309	P62898		Cycs	NP_036971	
ENSRNOG00000007141	ENSRNOT00000095902	ENSRNOP00000084097	58842			Preb		
ENSRNOG00000010538	ENSRNOT00000014038	ENSRNOP00000014038	296285		Q499V0	Commd7		
ENSRNOG00000007648	ENSRNOT00000078122	ENSRNOP00000071150	79434		A0A0G2JZR4	Rab11b		
ENSRNOG00000007141	ENSRNOT00000114417	ENSRNOP00000087994	58842			Preb		
ENSRNOG00000012593	ENSRNOT00000064266	ENSRNOP00000062904	313755	P0C1T0		Mmel1	NP_001101467	
ENSRNOG00000012417	ENSRNOT00000016614	ENSRNOP00000016614	24476	P12969		Iapp	NP_036718	
ENSRNOG00000010902	ENSRNOT00000101125	ENSRNOP00000097263	25562			Eloa		
ENSRNOG00000006762	ENSRNOT00000009152	ENSRNOP00000009152	300092	P55770		Snu13	NP_997680	
ENSRNOG00000016112	ENSRNOT00000034421	ENSRNOP00000029992	499342		D4AE25	Cd274	NP_001178883	
ENSRNOG00000010538	ENSRNOT00000118832	ENSRNOP00000082769	296285			Commd7		
ENSRNOG00000051928	ENSRNOT00000081374	ENSRNOP00000069887	500827		R9PXT2	1700017N19Rik		
ENSRNOG00000037595	ENSRNOT00000076094	ENSRNOP00000068310	313519	Q3KR53		Gpbp1l1	NP_001030085	
ENSRNOG00000018119	ENSRNOT00000024655	ENSRNOP00000024655	361667		D3ZGJ0	Dhx32	NP_001123511	
ENSRNOG00000010902	ENSRNOT00000064596	ENSRNOP00000059109	25562		Q66HK4	Eloa		
ENSRNOG00000000186	ENSRNOT00000050511	ENSRNOP00000039338	25274	P24329		Tst	NP_036940	
ENSRNOG00000029128	ENSRNOT00000102522	ENSRNOP00000087916	286963			Cyp2d5	NP_775426	
ENSRNOG00000057335	ENSRNOT00000082537	ENSRNOP00000071442	500336		D3ZJD8	Clec1b		
ENSRNOG00000029128	ENSRNOT00000046024	ENSRNOP00000040266	286963		Q5I0P9	Cyp2d5	NP_775426	
ENSRNOG00000013572	ENSRNOT00000018402	ENSRNOP00000018402	59073	Q64361		Lxn	NP_113843	
ENSRNOG00000010594	ENSRNOT00000014331	ENSRNOP00000014331	500124	Q6AYM0			NP_001019500	
ENSRNOG00000050274	ENSRNOT00000051928	ENSRNOP00000049679	366844		D3ZTF8	Olr1093	NP_001001388	
ENSRNOG00000051928	ENSRNOT00000080150	ENSRNOP00000075587	500827	Q6AYU0		1700017N19Rik		
ENSRNOG00000029128	ENSRNOT00000095995	ENSRNOP00000091804	286963			Cyp2d5	NP_775426	
ENSRNOG00000004068	ENSRNOT00000068531	ENSRNOP00000061906	313929		D4A3Q3	Ncoa1		
ENSRNOG00000057335	ENSRNOT00000111167	ENSRNOP00000085142	500336			Clec1b		
ENSRNOG00000011287	ENSRNOT00000015017	ENSRNOP00000015017	499084		G3V7H2	Minpp1	NP_062136	
ENSRNOG00000011287	ENSRNOT00000015017	ENSRNOP00000015017	29688		G3V7H2	Minpp1	NP_062136	
ENSRNOG00000025689	ENSRNOT00000010403	ENSRNOP00000009339	313917	Q5RK23		Abhd1	NP_001008520	
ENSRNOG00000051928	ENSRNOT00000104994	ENSRNOP00000090339	500827			1700017N19Rik		
ENSRNOG00000057335	ENSRNOT00000102030	ENSRNOP00000087395	500336			Clec1b		
ENSRNOG00000012314	ENSRNOT00000016479	ENSRNOP00000016479	688717		D4A4W6	Slirp		
ENSRNOG00000017075	ENSRNOT00000023097	ENSRNOP00000023097	313765		D4A0R5	Slc35e2b	NP_001101468	
ENSRNOG00000004068	ENSRNOT00000091659	ENSRNOP00000071037	313929		A0A0G2JZG4	Ncoa1		
ENSRNOG00000010567	ENSRNOT00000078265	ENSRNOP00000072809	362765		A0A0G2K3W9	Angel1	NP_001102187	
ENSRNOG00000065217	ENSRNOT00000115484	ENSRNOP00000091549						
ENSRNOG00000012314	ENSRNOT00000110874	ENSRNOP00000087255	688717			Slirp		
ENSRNOG00000066372	ENSRNOT00000063989	ENSRNOP00000063560	100912823		F1M0I1	Zfp709l1	NP_001156535	
ENSRNOG00000066372	ENSRNOT00000063989	ENSRNOP00000063560	690419		F1M0I1	Zfp709l1	NP_001156535	
ENSRNOG00000000185	ENSRNOT00000000201	ENSRNOP00000000201	192172	P97532		Mpst	NP_620198	
ENSRNOG00000004068	ENSRNOT00000110405	ENSRNOP00000095436	313929			Ncoa1		
ENSRNOG00000010567	ENSRNOT00000014635	ENSRNOP00000014635	362765	B2RYM0		Angel1	NP_001102187	
ENSRNOG00000066372	ENSRNOT00000104041	ENSRNOP00000089425	100912823			Zfp709l1	NP_001156535	
ENSRNOG00000066372	ENSRNOT00000104041	ENSRNOP00000089425	690419			Zfp709l1	NP_001156535	
ENSRNOG00000025736	ENSRNOT00000009090	ENSRNOP00000009090	688600		D4A6W7	Tcf23		
ENSRNOG00000066372	ENSRNOT00000086920	ENSRNOP00000075050	100912823		A0A0G2K9M2	Zfp709l1	NP_001156535	
ENSRNOG00000066372	ENSRNOT00000086920	ENSRNOP00000075050	690419		A0A0G2K9M2	Zfp709l1	NP_001156535	
ENSRNOG00000013121	ENSRNOT00000087031	ENSRNOP00000069147	310086		A0A0G2JUL8	Mier3	NP_001161472	
